cmt,correct,name,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,kết cấu,độ bền,Màu sắc,,,,,,,,,,,,,,,
Màu đẹp và bám da tốt.,Màu đẹp và bám da tốt.,"Phấn Bắt Sáng, Má Hồng Kèm Hightlight Laisly Tạo Khối 2 Lớp Kèm Gương(tặng kèm thỏi son Images)",0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,
"Màu son đẹp 3 màu khác nhau, hộp nhìn sang. Có túi giấy với thẻ bh đi kèm","Màu son đẹp 3 màu khác nhau, hộp nhìn sang. Có túi giấy với thẻ bh đi kèm",Set son Belips 3 thỏi quà tặng tinh tế hộp Full Of Love (Bản Giới Hạn),0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,
"chất cushion mịn, bóng, màu tệp da, bông tán mềm","chất cushion mịn, bóng, màu tệp da, bông tán mềm",Phấn nước April Skin Magic Snow Cushion SPF50+/PA+++ 15g + Tặng Kèm 1 Băng Đô Tai Mèo Xinh Xắn ( Màu Ngẫu Nhiên),0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Màu sắc y như bao bìa. Cầm nặng tay, chắc chắn. Thiết kế đẹp. Vẽ tầm 1p là khô, bám tốt, không bị lem khi đụng nước. Quá ưng.","Màu sắc y như bao bìa. Cầm nặng tay, chắc chắn. Thiết kế đẹp. Vẽ tầm 1p là khô, bám tốt, không bị lem khi đụng nước. Quá ưng.",Kẻ mắt nước không trôi Vacosi 24H Waterproof Pen 2g (Rose Gold),0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,
"Giao hàng nhanh, đóng gói tốt, date xa nên yên tâm. Dạng sữa phải lắc đều trước khi sd, bôi lên tay thấy mát, nhanh thẩm thấu, có lên tone nhưng ko nhiều có lẽ do da tay mình trắng sẵn rồi. Mùi hơi nồng nhưng bay mùi nhanh hơn loại essence màu green mint. Bôi xong để lại trên da một lớp bột mịn mịn mỏng mỏng. Tổng quan thấy ok hi vọng bôi lên mặt ổn.","Giao hàng nhanh, đóng gói tốt, date xa nên yên tâm. Dạng sữa phải lắc đều trước khi sd, bôi lên tay thấy mát, nhanh thẩm thấu, có lên tone nhưng ko nhiều có lẽ do da tay mình trắng sẵn rồi. Mùi hơi nồng nhưng bay mùi nhanh hơn loại essence màu green mint. Bôi xong để lại trên da một lớp bột mịn mịn mỏng mỏng. Tổng quan thấy ok hi vọng bôi lên mặt ổn.",Sữa chống nắng nâng tông dành cho da dầu/hỗn hợp Sunplay Skin Aqua Tone Up UV Milk Lavender SPF50+ PA++++ (50g),1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,
"Kết cấu dạng gel màu trắng đục như sữa, tạo bọt nhiều và mịn, rửa xong không thấy bị khô hay căng da mặt rất thích. Ai dùng mỗi kem chống nắng thôi thì em này làm sạch rất tốt nha, còn trang điểm thì không sạch hết được đâu.","Kết cấu dạng gel màu trắng đục như sữa, tạo bọt nhiều và mịn, rửa xong không thấy bị khô hay căng da mặt rất thích. Ai dùng mỗi kem chống nắng thôi thì em này làm sạch rất tốt nha, còn trang điểm thì không sạch hết được đâu.","Sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Thích vikcy hơn nạ. Mặc dù kcn loại này có nhiều ng review tốt. Bôi lên ko cẩn thận hay bị cay mắt lắm. Nên bôi khi da đã khô, chứ nếu còn ẩm ướt thì bôi lên sẽ màu váng trắng khó chịu. 
Nhà laponche đây nhé","Thích vicky hơn nạ. Mặc dù kcn loại này có nhiều ng review tốt. Bôi lên ko cẩn thận hay bị cay mắt lắm. Nên bôi khi da đã khô, chứ nếu còn ẩm ướt thì bôi lên sẽ màu váng trắng khó chịu.
Nhà laponche đây nhé",Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Giao hàng nhanh, hàng nguyên vẹn, nhưng thấy giơ lên xem có nửa chai (đóng bao bì rõ to) không biết có đủ trọng lượng 25g không ???
Chất kem màu trắng mới thoa thì hơi nhờn bóng, 1 lúc sau thì thấm hết, về khoản nâng tone thì nâng rất rất nhẹ khi thoa thôi, sau thì không có gì khác biệt. Kiểm dầu thì chưa biết, vì vừa nhận. Sẽ phản hồi sau","Giao hàng nhanh, hàng nguyên vẹn, nhưng thấy giơ lên xem có nửa chai (đóng bao bì rõ to) không biết có đủ trọng lượng 25g không ???
Chất kem màu trắng mới thoa thì hơi nhờn bóng, 1 lúc sau thì thấm hết, về khoản nâng tone thì nâng rất rất nhẹ khi thoa thôi, sau thì không có gì khác biệt. Kiểm dầu thì chưa biết, vì vừa nhận. Sẽ phản hồi sau","Sữa Chống Nắng Hằng Ngày Dưỡng Trắng Sunplay Skin Aqua Clear White SPF 50+, PA++++ (25g)",1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
"Đã nhận đủ bộ sp và có quà tặng kèm 1 máy rửa mặt màu hồng xinh xắn . Do lúc trc đã sd bộ sp này rồi rất ưng chất kem và hiệu quả trắng đều màu , da cũng rất mềm mịn . nên lần này quyết định đặt mua trên tiki nhân dịp back Friday  vừa đc giảm giá vừa đc rinh quà lại miễn phí ship . rất ít khi  mình có đc nhiều ưu đãi khi mua online . :))) rất vui và hài lòng","Đã nhận đủ bộ sp và có quà tặng kèm 1 máy rửa mặt màu hồng xinh xắn . Do lúc trước đã sd bộ sp này rồi rất ưng chất kem và hiệu quả trắng đều màu , da cũng rất mềm mịn . nên lần này quyết định đặt mua trên tiki nhân dịp black Friday vừa đc giảm giá vừa đc rinh quà lại miễn phí ship . rất ít khi mình có đc nhiều ưu đãi khi mua online . :))) rất vui và hài lòng",Bộ Đôi Kem Dưỡng Chống Lão Hóa Da Ngày Và Đêm Pond's Age Miracle (50g/hũ),0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,
"Da bạn nào khô thì chắc đêm nên dùng kem khác. Da mình da thường, dùng ban ngày rất ưng. Thẩm thấu nhanh, ko bết dính dù chất kem đặc. Cái ưng nhất là nâng tone da lên 1-2 tone và màu kem làm da trắng hồng. Ai thik nhẹ nhàng, da ít khuyết điểm thì chắc chắn nên thử dùng.","Da bạn nào khô thì chắc đêm nên dùng kem khác. Da mình da thường, dùng ban ngày rất ưng. Thẩm thấu nhanh, ko bết dính dù chất kem đặc. Cái ưng nhất là nâng tone da lên 1-2 tone và màu kem làm da trắng hồng. Ai thik nhẹ nhàng, da ít khuyết điểm thì chắc chắn nên thử dùng.",Kem Dưỡng Ẩm Sáng Da Từ Hoa Anh Đào Đảo Jeju Innisfree Cherry Blossom Tone Up Cream 50Ml - 131171021,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Tôi được tặng một hộp này, dùng rất thích và vừa hết nên đặt 1 hộp mới từ Tiki.
Hộp nhỏ gọn xinh xắn, Tiki giao hàng nhanh hơn dự kiến và đóng gói cẩn thận.
Dưỡng môi dùng khá thích, mùi thơm nhẹ, mềm môi. Ban ngày tôi cũng dùng làm lớp dưỡng trước khi bôi son, son đều màu và lâu trôi hơn hẳn.","Tôi được tặng một hộp này, dùng rất thích và vừa hết nên đặt 1 hộp mới từ Tiki.
Hộp nhỏ gọn xinh xắn, Tiki giao hàng nhanh hơn dự kiến và đóng gói cẩn thận.
Dưỡng môi dùng khá thích, mùi thơm nhẹ, mềm môi. Ban ngày tôi cũng dùng làm lớp dưỡng trước khi bôi son, son đều màu và lâu trôi hơn hẳn.",Mặt Nạ Ngủ Cho Môi Laneige Lip Sleeping Mask Berry 8g,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,
"Đây là lần đầu tiên mình dùng tẩy trang của hãng này. Chai mình nhận được màu hơi vàng nhẹ, date xa, được tặng kèm sữa rửa mặt. Tẩy trang khá sạch, mùi nhẹ nhàng dễ chịu. Tẩy trang xong mà chưa kịp rửa mặt ngay thì da mặt cũng không bị khô, không ngứa. Loại này phù hợp cho bạn nào không trang điểm hoặc trang điểm rất nhẹ thôi nhé. Trang điểm đậm hoặc nhiều thì nên dùng dầu tẩy trang sẽ sạch hơn!","Đây là lần đầu tiên mình dùng tẩy trang của hãng này. Chai mình nhận được màu hơi vàng nhẹ, date xa, được tặng kèm sữa rửa mặt. Tẩy trang khá sạch, mùi nhẹ nhàng dễ chịu. Tẩy trang xong mà chưa kịp rửa mặt ngay thì da mặt cũng không bị khô, không ngứa. Loại này phù hợp cho bạn nào không trang điểm hoặc trang điểm rất nhẹ thôi nhé. Trang điểm đậm hoặc nhiều thì nên dùng dầu tẩy trang sẽ sạch hơn!",Nước Tẩy Trang Làm Sạch Sâu Cho Da Nhạy Cảm La Roche-Posay Micellar Water Ultra Sensitive Skin 400ml,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,
Bài đăng thì ghi ko màu trong khi đó chất kem ngả vàng. Hộp thì ko tem niêm phong mua về  bóc hàng đã thấy mở. Hàng nhái rõ ràng.,Bài đăng thì ghi ko màu trong khi đó chất kem ngả vàng. Hộp thì ko tem niêm phong mua về bóc hàng đã thấy mở. Hàng nhái rõ ràng.,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
Giao hàng nhanh shipper nhiệt tình đóng gói sản phẩm kĩ lưỡng ko bị móp méo có bọc chống sốc đây là tuýp thứ hai mình dùng chất kem có màu vàng nhẹ thấm nhanh các vết thâm mờ dần sẹo rỗ có đầy lên kiên trì sử dụng sẽ thấy kết quả rõ rệt,Giao hàng nhanh shipper nhiệt tình đóng gói sản phẩm kỹ lưỡng ko bị móp méo có bọc chống sốc đây là tuýp thứ hai mình dùng chất kem có màu vàng nhẹ thấm nhanh các vết thâm mờ dần sẹo rỗ có đầy lên kiên trì sử dụng sẽ thấy kết quả rõ rệt,"Kem Làm Mờ Sẹo Thâm, Sẹo Rỗ, Sẹo Lõm Scar Esthetique của Rejuvaskin - thương hiệu hỗ trợ trị sẹo Hoa Kỳ",1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,
"Hàng ship tới mình là khã nhiều so với mình mua chính hãng tại nhà thuốc, chất kem chống nắng màu vàng, còn hàng hay mua là màu trắng sữa. Dùng hơi sợ nên thôi mua lại nhà thuốc dùng. Tại mình thấy trên này giá rẻ hơn mấy chục ngàn nên mua thử","Hàng ship tới mình là khá nhiều so với mình mua chính hãng tại nhà thuốc, chất kem chống nắng màu vàng, còn hàng hay mua là màu trắng sữa. Dùng hơi sợ nên thôi mua lại nhà thuốc dùng. Tại mình thấy trên này giá rẻ hơn mấy chục ngàn nên mua thử",Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Sản phẩm dạng gel không màu, mùi rất nhẹ mất nhanh, kết cấu hơi đặc hơn mình nghĩ. Nếu da mình chỉ làm sạch+ toner thì gel dưỡng thấm rất nhanh, không hề để lại sự bóng trên da, cảm giác da mềm như em bé, mà chưa sản phẩm dưỡng ẩm nào mình từng xài mà tốt như vầy. Tuy nhiên nếu da đã có thêm lớp BHA hay Retinol ( cùng hãng Paula choice) thì thời gian mát xa phải lâu hơn thì sản phẩm mới thẩm thấu hết được. Nói chung là đáng đồng tiền bát gạo","Sản phẩm dạng gel không màu, mùi rất nhẹ mất nhanh, kết cấu hơi đặc hơn mình nghĩ. Nếu da mình chỉ làm sạch toner thì gel dưỡng thấm rất nhanh, không hề để lại sự bóng trên da, cảm giác da mềm như em bé, mà chưa sản phẩm dưỡng ẩm nào mình từng xài mà tốt như vầy. Tuy nhiên nếu da đã có thêm lớp BHA hay Retinol ( cùng hãng Paula choice) thì thời gian mát xa phải lâu hơn thì sản phẩm mới thẩm thấu hết được. Nói chung là đáng đồng tiền bát gạo",Gel dưỡng ẩm ban đêm cho da mềm mịn Paula’s Choice Skin Balancing Invisible Finish Moisture Gel 60ml,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,
"Tôi vừa nhận được hàng và cảm thấy thất vọng! hình ảnh tôi gửi với chai màu xanh là tôi đang sử dụng có mã vạch in liền trên thân chai, còn màu trắng là hàng tiki vừa giao lại có mã vạch bằng giấy dán chồng lên mã vạch khác? sản phẩm như vậy làm sao có thể tin tưởng sử dụng đc? tôi muốn trả lại hàng! đơn hàng : #250734999 nhờ tiki hỗ trợ thu hồi gấp dùm! xin cảm ơn","Tôi vừa nhận được hàng và cảm thấy thất vọng! hình ảnh tôi gửi với chai màu xanh là tôi đang sử dụng có mã vạch in liền trên thân chai, còn màu trắng là hàng tiki vừa giao lại có mã vạch bằng giấy dán chồng lên mã vạch khác? sản phẩm như vậy làm sao có thể tin tưởng sử dụng đc? tôi muốn trả lại hàng! đơn hàng : #250734999 nhờ tiki hỗ trợ thu hồi gấp dùm! xin cảm ơn",Xịt Khoáng 50ml La roche posay,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
"Sp đúng mô tả. Dán lên sau vài tiếng thì chuyển sang màu trắng đục. Lột miếng dán ra k còn thấy nốt mụn ( do mình dán nguyên vùng mũi, bị mụn đầu đen li ti). Có nhíp nhựa đi kèm dùng để gỡ miếng dán","Sp đúng mô tả. Dán lên sau vài tiếng thì chuyển sang màu trắng đục. Lột miếng dán ra k còn thấy nốt mụn ( do mình dán nguyên vùng mũi, bị mụn đầu đen li ti). Có nhíp nhựa đi kèm dùng để gỡ miếng dán",Miếng dán mụn Acnes Clear Patch (48 miếng),0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Hàng được bao rất kĩ và được giao đúng hạn. Em này mới đầu sử dụng thì có hơi châm chích nhẹ (nhưng không phải kích ứng), xài dần thì quen. Em này không cồn (khô), sulfate, hương liệu, paraben nên dịu nhẹ, bên cạnh đó còn bổ sung niacinamide, glycerine và b5 nên da nhạy cảm ưng lắm nha. Độ làm sạch thì chỉ ở mức tạm, độ pH chuẩn. Về bao bì thì em này có vòi pump dễ sử dụng, thiết kế OK. Về chất thì em này là chất gel trắng có màu trắng đục và không tạo bọt. Nói chung là công thức thì là công thức mới bổ sung các thành phần mới thôi nên không khác so với bản cũ lắm. Đây là chiếc sử rữa mặt dịu nhẹ nhất mà tôi từng biết đến và đã trải nghiệm được hết một chai rồi, khá ưng. Về việc sử dụng cho body thì cũng khá ok nè, nhưng hơi tốn. 
=>8,5/10 Dịu nhẹ, phù hợp cho loại da thường, khô, nhạy cảm, hỗn hợp khô, treatment. Chắc chắn sẽ mua lại lần sau","Hàng được bao rất kĩ và được giao đúng hạn. Em này mới đầu sử dụng thì có hơi châm chích nhẹ (nhưng không phải kích ứng), xài dần thì quen. Em này không cồn (khô), sulfate, hương liệu, paraben nên dịu nhẹ, bên cạnh đó còn bổ sung niacinamide, glycerine và b5 nên da nhạy cảm ưng lắm nha. Độ làm sạch thì chỉ ở mức tạm, độ pH chuẩn. Về bao bì thì em này có vòi pump dễ sử dụng, thiết kế OK. Về chất thì em này là chất gel trắng có màu trắng đục và không tạo bọt. Nói chung là công thức thì là công thức mới bổ sung các thành phần mới thôi nên không khác so với bản cũ lắm. Đây là chiếc sử rửa mặt dịu nhẹ nhất mà tôi từng biết đến và đã trải nghiệm được hết một chai rồi, khá ưng. Về việc sử dụng cho body thì cũng khá ok nè, nhưng hơi tốn.
=>8,5/10 Dịu nhẹ, phù hợp cho loại da thường, khô, nhạy cảm, hỗn hợp khô, treatment. Chắc chắn sẽ mua lại lần sau","Sữa Rửa Mặt Cetaphil Gentle Skin Cleaner (500ml) - 8394107341305,9318637069637",1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,
"Nhìn thấy bạn dùng sản phẩm này nên quyết định quất nguyên mấy sản phẩm dưỡng về. Màu xanh mint đẹp lắm. Tinh chất thấm nhanh. Da mình thâm mụn nên dùng em này thấy mấy vết thâm cũng mờ mờ đi nè. Có tem chống giả nữa nên dùng yên tâm hơn nhiều. Đóng gói hàng cẩn thận, giao hàng nhanh","Nhìn thấy bạn dùng sản phẩm này nên quyết định quất nguyên mấy sản phẩm dưỡng về. Màu xanh mint đẹp lắm. Tinh chất thấm nhanh. Da mình thâm mụn nên dùng em này thấy mấy vết thâm cũng mờ mờ đi nè. Có tem chống giả nữa nên dùng yên tâm hơn nhiều. Đóng gói hàng cẩn thận, giao hàng nhanh",Tinh Chất Tế Bào Gốc Tái Tạo Phục Hồi Trẻ Hoá Da Cấp Ẩm Dưỡng Trắng Chống Lão Hoá Cellkey-Scien White Serum 30ml,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,
"Chất lượng srm thì ok quá ròi, mình xài của nhà Senka cũng 3 4 năm nay rồi, xài từ màu hồng qua màu xanh, thấy chất lượng vẫn rất ok. Vì đợt này dịch nên có đặt hàng về quê, hàng thì bị móp méo, thùng hàng cũng bị rách 1 lỗ nữa? chắc do khâu vận chuyển. Mình mua trong store nên nhận đc gói hàng như này nên cũng hơi buồn, mong lần sau khắc phục ạ","Chất lượng srm thì ok quá rồi, mình xài của nhà Senka cũng 3 4 năm nay rồi, xài từ màu hồng qua màu xanh, thấy chất lượng vẫn rất ok. Vì đợt này dịch nên có đặt hàng về quê, hàng thì bị móp méo, thùng hàng cũng bị rách 1 lỗ nữa? chắc do khâu vận chuyển. Mình mua trong store nên nhận đc gói hàng như này nên cũng hơi buồn, mong lần sau khắc phục ạ",Sữa rửa mặt hỗ trợ trị mụn Senka Perfect Whip Acne Care 100g,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,
"Sữa rửa mặt xài ổn, khá sạch, xài lâu, mùi hương thì bình thường, mình có xài qua màu xanh nhạt thì thấy xanh nhạt thơm hơn.
Giao hàng nhanh, được tặng hộp bông tẩy trang nhỏ xinh.","Sữa rửa mặt xài ổn, khá sạch, xài lâu, mùi hương thì bình thường, mình có xài qua màu xanh nhạt thì thấy xanh nhạt thơm hơn.
Giao hàng nhanh, được tặng hộp bông tẩy trang nhỏ xinh.",Combo 2 Sữa Rửa Mặt Tạo Bọt Chiết Xuất Đất Sét Trắng Senka Perfect White Clay 120g x 2,1,0,0,1,1,0,0,1,,,,,,,,,,,,,,,
"Ban đầu mình dùng sản phẩm thấy rất ổn và hợp túi tiền còn đang định mua lại. Nhưng hôm nay sau khi chai còn 1/3 khi dùng mình để ý thấy ngoài lớp nước và dầu ra trong còn có thêm chút váng màu trắng lơ lửng trong chai, k biết đây là do lỗi sản phẩm hay thế nào (trước đó mình k thấy có hiện tượng như thế này, hạn sử dụng vẫn còn, cũng k phải là bọt đâu nhé mọi người). Rất mong tiki có câu trả lời cho mình yên tâm","Ban đầu mình dùng sản phẩm thấy rất ổn và hợp túi tiền còn đang định mua lại. Nhưng hôm nay sau khi chai còn 1/3 khi dùng mình để ý thấy ngoài lớp nước và dầu ra trong còn có thêm chút váng màu trắng lơ lửng trong chai, k biết đây là do lỗi sản phẩm hay thế nào (trước đó mình k thấy có hiện tượng như thế này, hạn sử dụng vẫn còn, cũng k phải là bọt đâu nhé mọi người). Rất mong tiki có câu trả lời cho mình yên tâm",Nước Tẩy Trang L'Oreal 3 In 1 Micellar Làm Sạch Sâu (400ml),0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,
"Đóng hộp không một miếng lót, không có bọc chai, nắp chai thì bụi bẩn, thân chai thì xước và cũ. Bên trong thì một lớp nước một lớp như dầu màu xanh không hoà tan dù có lắc mạnh. Không hiểu tiki đóng hàng thế nào? Thấy sản phẩm thế này mình rất lo ngại về chất lượng. Trước nay mình hay mua ở shoppe,vì tin tưởng cam kết hàng chính hãng của tiki nên qua đây mua, mà tiki làm mình thất vọng quá ( về cả thời gian giao hàng,phí ship,đóng gói và chất lượng sản phẩm). 1* dành cho chai tẩy trang, 1* còn lại là cho anh shipper thân thiện.","Đóng hộp không một miếng lót, không có bọc chai, nắp chai thì bụi bẩn, thân chai thì xước và cũ. Bên trong thì một lớp nước một lớp như dầu màu xanh không hoà tan dù có lắc mạnh. Không hiểu tiki đóng hàng thế nào? Thấy sản phẩm thế này mình rất lo ngại về chất lượng. Trước nay mình hay mua ở shopee,vì tin tưởng cam kết hàng chính hãng của tiki nên qua đây mua, mà tiki làm mình thất vọng quá ( về cả thời gian giao hàng,phí ship,đóng gói và chất lượng sản phẩm). 1* dành cho chai tẩy trang, 1* còn lại là cho anh shipper thân thiện.",Nước Tẩy Trang L'Oreal 3 In 1 Micellar Làm Sạch Sâu (400ml),1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,
"Sản phẩm có kết cấu màu vàng trong, mùi hơi hắc một chút. Khi rửa xong có cảm giác khô thoáng và không bị khô da. Hy vọng đung thường xuyên hiệu quả sẽ tốt.","Sản phẩm có kết cấu màu vàng trong, mùi hơi hắc một chút. Khi rửa xong có cảm giác khô thoáng và không bị khô da. Hy vọng đung thường xuyên hiệu quả sẽ tốt.",Sữa rửa mặt dạng Gel Decumar Clean Advanced 100gr hoàn toàn mới kiểm soát nhờn mụn,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,
"sp tốt đóng gói tốt giao nhanh..mua 1sp đc 4 quà tặng chất lượng...e b5 này thì khỏi bàn rồi kem lên da mướt nâng tone nhẹ,mình dùng kết hợp với retionl A313 buổi tối,ság thì dùng 1 mình e b5 này vs kem chống nắng(sink aqua nắp vàng)..đc 1 tháng thấy da đc cải thiện đều màu hơn tí..lcl nhỏ đc xíu nha","sp tốt đóng gói tốt giao nhanh..mua 1sp đc 4 quà tặng chất lượng...e b5 này thì khỏi bàn rồi kem lên da mướt nâng tone nhẹ,mình dùng kết hợp với retinol A313 buổi tối,sáng thì dùng 1 mình e b5 này vs kem chống nắng(skin aqua nắp vàng)..đc 1 tháng thấy da đc cải thiện đều màu hơn tí..lcl nhỏ đc xíu nha",Kem Dưỡng Làm Dịu Kích Ứng Và Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml),1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,
"hàng fake.
không tem niêm phong, 
mã số in trên vỏ không trùng với  hộp
id không đúng
màu sắc khác hoàn toàn với bản auth đang dùng.
yêu cầu tiki phạt nhà bán và hoàn tiền ngay lập tức","hàng fake.
không tem niêm phong,
mã số in trên vỏ không trùng với hộp
id không đúng
màu sắc khác hoàn toàn với bản auth đang dùng.
yêu cầu tiki phạt nhà bán và hoàn tiền ngay lập tức",Kem Dưỡng Làm Dịu Kích Ứng Và Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml),0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
"Mua để dùng với mục đích cấp nước, giữ ẩm. Giao hàng nhanh, nhìn chai serum màu trắng vô cùng thanh lịch, nhã nhặn, mình ưng.","Mua để dùng với mục đích cấp nước, giữ ẩm. Giao hàng nhanh, nhìn chai serum màu trắng vô cùng thanh lịch, nhã nhặn, mình ưng.",Tinh chất dưỡng the Ordinary Hyaluronic Acid 2 % + B5,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,
"gel này xịnn lắm mọi người ơi, mình dùng được mấy ngày mà mụn đầu đen, thâm đã giảm hẳn. màu hơi vàng do có nghệ nhưng mà không sao, sáng dậy tẩy trang, rửa mặt là sạch. mình rcm mọi người dùng nhá, mình da dầu mà ưng quá","gel này xịnn lắm mọi người ơi, mình dùng được mấy ngày mà mụn đầu đen, thâm đã giảm hẳn. màu hơi vàng do có nghệ nhưng mà không sao, sáng dậy tẩy trang, rửa mặt là sạch. mình rcm mọi người dùng nhá, mình da dầu mà ưng quá",Gel ngừa mụn viêm thâm đầu đen  Decumar Advanced 20 gr hoàn toàn mới,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Date đến 5/2023
Nhãn mác, tem, nơi xuất xứ, nhập khẩu, nhãn tiếng việt đầy đủ, kem dưỡng bóp ra thấy có màu nhưng thoa ra thì không ảnh hưởng gì đến tone da, dưỡng ẩm dịu nhẹ, an toàn, cơ bản, trừ 1 sao vì thể tích nhỏ, đối với cá nhân  1 đứa đang viêm màng túi như mình.","Date đến 5/2023
Nhãn mác, tem, nơi xuất xứ, nhập khẩu, nhãn tiếng việt đầy đủ, kem dưỡng bóp ra thấy có màu nhưng thoa ra thì không ảnh hưởng gì đến tone da, dưỡng ẩm dịu nhẹ, an toàn, cơ bản, trừ 1 sao vì thể tích nhỏ, đối với cá nhân 1 đứa đang viêm màng túi như mình.",Kem Dưỡng Phục Hồi Da Tổn Thương Bioderma Cicabio Crème - 40ml,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,
"Mua về dùng đc 3 4 lần thấy rất khô căng da và lên mụn nghĩ do ko hợp thôi nên ko dùng tiếp nữa. Vẫn để trong nhà tắm đến hôm nay tình cờ lướt thấy các clip review trên mạng về đúng srm này, dòng này, mình nhận ra là chai mình mua có màu vàng rất đậm, đậm hơn nhiều so với nhiều người review trên mạng. Ko nhớ rõ lắm lúc nhận hàng sao nhưng từ hôm đó đến giờ mình chẳng làm gì chai này cả chả hiểu sao dung dịch nó lại vàng hơn những clip trên mạng nhiều đến như vậy.","Mua về dùng đc 3 4 lần thấy rất khô căng da và lên mụn nghĩ do ko hợp thôi nên ko dùng tiếp nữa. Vẫn để trong nhà tắm đến hôm nay tình cờ lướt thấy các clip review trên mạng về đúng srm này, dòng này, mình nhận ra là chai mình mua có màu vàng rất đậm, đậm hơn nhiều so với nhiều người review trên mạng. Ko nhớ rõ lắm lúc nhận hàng sao nhưng từ hôm đó đến giờ mình chẳng làm gì chai này cả chả hiểu sao dung dịch nó lại vàng hơn những clip trên mạng nhiều đến như vậy.",Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe SA Smoothing Cleanser 236ml,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
Mình đặt hai sản phẩm nhưng shop giao sai một sản phẩm. Sản phẩm kia mình đặt hộp màu vàng nhưng sản phẩm nhận được hộp lại khác.,Mình đặt hai sản phẩm nhưng shop giao sai một sản phẩm. Sản phẩm kia mình đặt hộp màu vàng nhưng sản phẩm nhận được hộp lại khác.,Sữa Rửa Mặt Nam Ngăn Ngừa Mụn Sạch Nhờn Trắng Da Hàn Quốc Cao Cấp Dabo Black Force (120ml) – Hàng Chính Hãng,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
"Kcn của hãng quá quen rồi, mình cũng k đanh giá chất lượng làm gì, chỉ comment về cái bình quà tặng. Hihi, siu xinh nha. Màu hồng dễ thương vô đối. Tiki giao nhanh, sp tốt, date xa. Hài lòng ạ!","Kcn của hãng quá quen rồi, mình cũng k đánh giá chất lượng làm gì, chỉ comment về cái bình quà tặng. Hihi, siu xinh nha. Màu hồng dễ thương vô đối. Tiki giao nhanh, sp tốt, date xa. Hài lòng ạ!",Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em (Anessa Mild Milk 60ml x2),1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,
